"padj"
"Dmkn" 1.79305082591386e-05
"Gm72331" 1.8114289710054e-05
"Mvb12a" 2.02812555655775e-05
"Fbxw2" 2.14369755645658e-05
"Mfsd12" 2.14965397582603e-05
"Nudt4" 2.19554564775937e-05
"Tmem154" 2.40536747640345e-05
"Arhgef4" 2.41421002914222e-05
"Pkib" 2.46261389138632e-05
"Prkab1" 2.47555549235445e-05
"Rb1cc1" 2.48289733837288e-05
"Ifi203" 2.49742232557903e-05
"Eif3d" 2.5441149036835e-05
"Mboat7" 2.57593611645087e-05
"Plekhg3" 2.7457480628659e-05
"Elovl7" 2.83508942487635e-05
"Gm37539" 2.88180948194891e-05
"Mapk3" 2.94503239721699e-05
"2310022A10Rik" 2.94503239721699e-05
"Pde8b" 2.95519566686815e-05
"Irs2" 2.98387531806945e-05
"Gm1968" 3.04040283518687e-05
"F5" 3.18041157971988e-05
"Poglut1" 3.19578517606692e-05
"Gimap7" 3.21274164467236e-05
"Ndufab1" 3.25985482904279e-05
"Gm41750" 3.25985482904279e-05
"Rpl13a" 3.30066153259575e-05
"Iqsec1" 3.30173327723034e-05
"Vcl" 3.4752853610426e-05
"Dnajc11" 3.66374226683555e-05
"Coq2" 3.96923111974494e-05
"Pnpt1" 3.97168341602644e-05
"Cmtm3" 4.05485215710648e-05
"Cnr2" 4.18717539545477e-05
"Snrpf" 4.29758960698896e-05
"Gm20406" 4.32010210856681e-05
"Cib2" 4.46882672914137e-05
"Megf8" 4.50539673463039e-05
"A930003A15Rik" 4.50684563486716e-05
"Gm56860" 4.60531386998234e-05
"Apobec3" 4.68845550744582e-05
"Slc44a1" 4.70792596195172e-05
"Gm74835" 4.73768419653237e-05
"Smarca2" 4.74252883514694e-05
"Asap1" 4.77359522314182e-05
"Chn2" 4.93981718321799e-05
"Pkd1l3" 4.99422370873774e-05
"Coq3" 5.07026004402613e-05
"Max" 5.16598920854339e-05
"Polr1c" 5.1827340720417e-05
"Exosc3" 5.18418282142615e-05
"Arhgap17" 5.18678723068442e-05
"Bend4" 5.24846760203771e-05
"Bcat2" 5.31476535006185e-05
"Ndufa9" 5.4447122575383e-05
"Gm10052" 5.46787065681972e-05
"Krtcap2" 5.4769981513523e-05
"Zfp523" 5.59426307752957e-05
"Marchf1" 5.62399856718168e-05
"Smim7" 5.83459041051297e-05
"Mrps2" 6.03465744987818e-05
"Ndufs3" 6.03882474907562e-05
"2010004M13Rik" 6.07881364704336e-05
"Cd209a" 6.10782617033643e-05
"Aida" 6.42786447013747e-05
"Dip2b" 6.88379805850855e-05
"Ap3s1" 6.90952582544904e-05
"Pde8a" 7.03406392823649e-05
"Chchd4" 7.10395730527135e-05
"Jagn1" 7.1614038830183e-05
"Vezt" 7.19240464522344e-05
"Ppm1a" 7.20607945823972e-05
"Rassf5" 7.25668713058534e-05
"Mier2" 7.4046115997589e-05
"G0s2" 7.61155953471757e-05
"Rara" 7.69579390590627e-05
"Slc40a1" 7.72820141945827e-05
"Slc27a1" 7.8287136711968e-05
"Gm43914" 8.04805978916226e-05
"Gfod1" 8.08277531205324e-05
"Dynll2" 8.18359953581223e-05
"Mrpl35" 8.19625613001336e-05
"Atrn" 8.26381051663101e-05
"Atp2a3" 8.63646991528681e-05
"Hprt1" 8.65199445455087e-05
"Ring1" 8.75890386400816e-05
"E2f4" 9.09433453600923e-05
"Tacstd2" 9.12091929082859e-05
"Nup93" 9.12091929082859e-05
"Gm65654" 9.40579156613314e-05
"Stard9" 9.47519535590589e-05
"Dstyk" 9.90132634229248e-05
"Hs1bp3" 9.91827408781522e-05
"Map3k9" 0.000101161577200452
"Chrne" 0.00010123770817484
"Nptn" 0.000102302123461418
"Trbv13-2" 0.000103186514603606
"Ctdsp2-ps" 0.00010390457787534
"Bcr" 0.00010443661541966
"Gm54052" 0.000106831553753137
"Sars2" 0.000107071987380758
"BC028528" 0.000108435554316874
"Npm1" 0.000109770796999306
"Rab37" 0.000115651179836906
"Nudc" 0.000116545762236189
"Gfpt1" 0.000118538998500874
"Myo7a" 0.00012008198497616
"Hsd11b1" 0.000123251643367792
"Mvb12b" 0.000128451100193419
"Hlx" 0.0001286168346075
"Mfsd11" 0.000131454101115245
"Scamp1" 0.000133326377856552
"Ruvbl1" 0.000134921385468724
"Tcn2" 0.000137691718059095
"Rdh12" 0.000140413342809214
"Asb13" 0.000144842999061202
"Unc119" 0.00014553903393103
"Cct5" 0.000146599515908252
"Sort1" 0.00014763413184674
"Ppfia4" 0.000148838599860358
"Ptpro" 0.00014922028009096
"Dennd11" 0.00015259351008982
"Tmem51" 0.000155391705398832
"Cnpy4" 0.000156522111322079
"Gm31897" 0.000158122033073102
"Ier3" 0.000158694030024836
"Pou2f2" 0.000160955477189767
"Rps6ka2" 0.000160955477189767
"Slc38a7" 0.000161507156167433
"Rnase6" 0.000162523591893434
"Lbr" 0.000163959767746556
"Slc25a25" 0.000166807873822425
"Trim3" 0.000167036573744108
"Tjp2" 0.000167210350219406
"Ndufb5" 0.000172630021561878
"Fbxl20" 0.000172630021561878
"Pacc1" 0.000172693986354567
"Tep1" 0.000172755351152913
"Enah" 0.000177065106356896
"Gm57169" 0.000179340613129398
"Pik3ip1" 0.000183601945073087
"Ptgs1" 0.000185416200092519
"Gm12522" 0.000186208432245027
"Traip" 0.000187774110937676
"Rnf144b" 0.000192694495968856
"Anxa6" 0.0001947030381864
"Mrpl18" 0.000197413236486831
"Tmprss4" 0.000198641155063674
"Gbe1" 0.00020030770802807
"Stk24" 0.000201274250006043
"Llph" 0.000211581996110131
"Ubxn7" 0.000212066600622094
"Kynu" 0.00021775219177787
"Cluh" 0.000218228458389963
"1810053B23Rik" 0.000219321958528432
"Ifi208" 0.000220397352892135
"Gm6034" 0.000220681972369788
"Crebrf" 0.000222921529460674
"Gm56517" 0.000226149156955402
"Slc37a2" 0.000226589442360478
"Ptprcap" 0.000228744103432955
"Pcmt1" 0.000229556289722022
"Gabarap" 0.000233763687544281
"Nprl2" 0.000238616147543158
"Minpp1" 0.000238821509814588
"Igf1r" 0.000240736223916
"4921511I17Rik" 0.000242497005990269
"Tspan31" 0.000248348735850965
"Gm48139" 0.00024932450733242
"Oxct1" 0.000252002682675851
"Fgd6" 0.000257832648544311
"Cacybp" 0.000257920433491534
"Eogt" 0.000259028228202039
"Pals2" 0.000263681338895221
"Tmem198b" 0.000267538772519851
"Mzt1" 0.00026776042421422
"Mtss2" 0.000269852484436861
"Pdcd4" 0.000278228811547919
"Stxbp1" 0.000289238608858566
"Hid1" 0.000292632539757009
"Dnase2a" 0.000297775378017485
"Itpr1" 0.000301927441935508
"Gcnt1" 0.000312406306261139
"Fdps" 0.000327122398569868
"Dhcr7" 0.000327135477579982
"Lmo1" 0.00032818923084822
"Snx5" 0.000329932339549002
"Micall2" 0.000334089901986908
"Asnsd1" 0.000334266475144568
"Msra" 0.000340263327919544
"Itga6" 0.000343345834482895
"Taf6l" 0.000351228098848872
"Fam98a" 0.000351430259331268
"Gm13387" 0.000354926181697132
"Gm7912" 0.000357218077137753
"Tsc22d1" 0.000365017744625186
"Mx2" 0.000371054825586756
"Dstn" 0.000387409620744749
"Erlec1" 0.000389040949867388
"Gm42547" 0.000399138404853405
"Plaur" 0.000408615759593055
"Tmem221" 0.000414104775795186
"Rpia" 0.000415067113413092
"Hdac9" 0.000416384243274531
"Zer1" 0.000422331603630413
"Itgb4" 0.000427298492226564
"Nbea" 0.000427400835409879
"Gm68063" 0.000435107677839356
"D430040L24Rik" 0.000435478821917542
"Polb" 0.000442499322064701
"Zfyve27" 0.000445012332602417
"Ctsh" 0.000447333861625305
"Gm11560" 0.000457378002012551
"Piezo1" 0.000473440151786294
"Slc2a3" 0.000473518241797209
"Ndufa3" 0.000476977056468119
"Rnf24" 0.000478439016050507
"Fastkd1" 0.00050772272746343
"Zfhx3" 0.000515500972204516
"Chlsn" 0.000516960870069591
"Gm73075" 0.000529529207555022
"Mdm1" 0.000529560746457562
"Zmynd15" 0.000533525779788498
"Fam209" 0.000534277594237327
"Txnip" 0.000539704345694948
"A430005L14Rik" 0.000539704345694948
"Gm38317" 0.000565912573230231
"Kcnk5" 0.000568198420451237
"Nfkbie" 0.000574550715511395
"Tbc1d10a" 0.000579554910031474
"Ptbp2" 0.000581708573570169
"Zfp949" 0.000587231186291214
"Mrps18a" 0.000587231186291214
"Gm12481" 0.000588484977401711
"Dse" 0.000592834686280097
"Gm59815" 0.000604360572680307
"Itgb5" 0.000609610606320063
"Insr" 0.000612467187201777
"Fbxo31" 0.000612467187201777
"Gstt2" 0.000621807511132615
"Slc35a5" 0.000636011729791651
"Gm68250" 0.000637402772913324
"Fubp3" 0.000647029910447572
"Gm30648" 0.000657880373855738
"Gm37305" 0.00067114863295718
"Serping1" 0.000681836336206594
"Gabbr1" 0.00068615629341684
"Gchfr" 0.000702126209955553
"Sp140l2" 0.000716269052390241
"Mpig6b" 0.000716897761435687
"Card11" 0.000750963965658022
"Tnfsf15" 0.000756786671729142
"Rhoq" 0.000764920746574773
"E030022I16Rik" 0.000770700668762489
"Banf1" 0.000784873777033247
"Gm62326" 0.000803433599983467
"Zfp652" 0.000803433599983467
"Anxa3" 0.000822143308364366
"2510009E07Rik" 0.000822143308364366
"Hdgfl3" 0.000822549420455166
"Enc1" 0.000831324262945054
"Pex26" 0.000833333529209828
"Rab44" 0.000833941408611101
"Galnt6" 0.000836304195137785
"Spsb2" 0.000848035608675084
"Ano10" 0.000854013421848114
"Eef1akmt1" 0.000867117656092595
"Kcnrg" 0.000870435336767167
"Gm48357" 0.00088904279507291
"Lrrc32" 0.000889426832922079
"Rnf180" 0.000895419277919095
"Pcyt1b" 0.000900302309340879
"Gm63777" 0.000907088324299017
"Gm12596" 0.000908617147211459
"Septin5" 0.000917513288006194
"Orm1" 0.000933810909462671
"Gng11" 0.000934655834398301
"Bmx" 0.000936609236351674
"Gm62517" 0.000936609236351674
"Rnf166" 0.000957000666278135
"Smad4" 0.000957212020706527
"Snd1" 0.000964179167767706
"Rchy1" 0.00096480128143097
"Lyz2" 0.00096633250004067
"Elmo2" 0.00100006078657539
"Gm10419" 0.00100035199232117
"D5Ertd605e" 0.00101430835937459
"Cd300c2" 0.00103624518877406
"Nthl1" 0.00104610094043315
"Cdc42bpa" 0.0010504903848198
"Gm33074" 0.00105064090887805
"Fh1" 0.00105669862323086
"Nudt1" 0.00106584862692563
"Zfp287" 0.00107174095260652
"Gpatch4" 0.00110344439314169
"1700047M11Rik" 0.00111569600474751
"Lrrc75b" 0.00112502461774642
"Tpst1" 0.00115481561420925
"Taco1" 0.00116455450299669
"Rbm19" 0.00116722802924554
"Gm2895" 0.00119327740282492
"Tapt1" 0.00119355673130532
"Gm64546" 0.00119794155330523
"Serpinb7" 0.00119872633431584
"Ipo7" 0.00123708013474261
"Serf2" 0.00124645217137537
"Pttg1ip" 0.00127874817343351
"Arhgap10" 0.00128335700659586
"Qng1" 0.001309620939517
"Uap1l1" 0.00131232908781323
"Adgrg1" 0.0013167106047321
"Bcap31" 0.00134462957374499
"Csnk1e" 0.00137685844769836
"Wdr55" 0.00138032010623036
"Gm39000" 0.00138164266428649
"Gm60685" 0.00139036886857389
"Gm47015" 0.0013915345459715
"Smarcb1" 0.00143855587070439
"Msto1" 0.00144553717531448
"Platr7" 0.00146646225088916
"Itga2" 0.00146729746928356
"D030025P21Rik" 0.00146892895718711
"Gm33327" 0.00150338475410832
"Rab4a" 0.00150338475410832
"Gm71760" 0.0015049000265619
"Zfp219" 0.00150860896594851
"Zfp429" 0.00152800095592227
"Hcst" 0.00154362993738879
"Gm36931" 0.00155718074334103
"Osgin1" 0.00155923777888448
"Homer3" 0.00156410153952621
"Gsn" 0.00156444096184166
"Slc66a1" 0.00161883467540848
"Lcmt2" 0.00162405633075814
"Tcea2" 0.00163801686184124
"C3ar1" 0.00165639512337082
"Decr2" 0.00165762955248711
"Cd63" 0.00166779767839533
"Prr7" 0.00169488672812609
"Mtrf1l" 0.00169635337109038
"Cdhr4" 0.00169635337109038
"Phb1" 0.00170804632374307
"Arhgef10l" 0.00171050030714068
"Fbl" 0.00173530735318397
"Aph1c" 0.00178568731143471
"Dop1b" 0.00182951083477425
"Trap1" 0.00183473497564191
"Cd151" 0.0018389896340675
"Enox2" 0.00185656725618309
"Wfikkn1" 0.00188332727323267
"Spop" 0.00188364788413992
"Tgs1" 0.00188745614464194
"Heca" 0.00189347798566097
"Map1s" 0.00191885004970041
"Klrc2" 0.0019244889748862
"Trappc2b" 0.0019268025429068
"Gm9531" 0.00194873349479744
"Gpr89" 0.00195266529644568
"Gm5817" 0.00196008073285915
"Pyroxd2" 0.00196310634648468
"Scamp5" 0.00196778810661351
"Gm11714" 0.00199307807386899
"Prdx1" 0.00199567375228418
"Pced1a" 0.00200822691700437
"Plekhn1" 0.00201885116607567
"Mex3d" 0.00202752443960383
"Casz1" 0.00203649738121118
"Ptpn3" 0.00206446187911582
"Mreg" 0.0020733498484911
"Ppp6r2" 0.00207618682783562
"Rgs8" 0.00209186794487812
"Trp53inp1" 0.00210459882021613
"Rabac1" 0.0021125889546486
"Tmc6" 0.0021491333931764
"Gnb5" 0.00216608898952302
"Mrps36" 0.00218647267704447
"Gnal" 0.00220299933332814
"Ppip5k2" 0.00221934374934463
"Crtam" 0.00224551345540973
"Samd3" 0.0022504996604402
"Kif2a" 0.00226115275754337
"Acp5" 0.00227471834610935
"Satb1" 0.00227471834610935
"Tubd1" 0.00229825695606229
"Gm20689" 0.00230574929395501
"Srgn" 0.00230650935871962
"Gm57133" 0.00230844162320813
"Gm37780" 0.00231598634794159
"Adtrp" 0.00232162119155643
"Ipp" 0.00235815681703485
"Camk1" 0.00236278306818001
"Fadd" 0.00238651238567956
"Gm5555" 0.0024046306793044
"Ube2v2" 0.0024046306793044
"Hmgn3" 0.00244656901546725
"Inafm2" 0.00247152510068105
"Csf1r" 0.00250801333466123
"Arl5c" 0.00253970319278455
"Phgdh" 0.00256843550177117
"Grap2" 0.00257298671022148
"Msantd4" 0.00257735052710082
"Gm33682" 0.00258182136435094
"Tmem199" 0.00260562820227475
"Clpb" 0.002628168444916
"Tmsb4x" 0.00262942780163167
"Gm49654" 0.00269528937312109
"Gm14820" 0.0027136644134235
"Ppp1r10" 0.00274312112896331
"Apba1" 0.00279021658624489
"Lonrf3" 0.00282734980696276
"Psma5-ps" 0.002833812977885
"Bcas3" 0.002833812977885
"Gm10521" 0.00283443963693215
"Pabpc1l" 0.00285150985852611
"4930426L09Rik" 0.00285621451832834
"Foxp3" 0.00285621451832834
"Gm56861" 0.00285734006974492
"Gpm6b" 0.00285847169815077
"Myl6" 0.0028595596641382
"Gm38599" 0.0028763973118296
"Csrp1" 0.00287826193645163
"Snap23" 0.00288336678648942
"Rai2" 0.00288698862538137
"Ifi35" 0.00290742429682965
"Cfdp1" 0.00291017025693663
"Arg1" 0.00292611400503882
"Gm15834" 0.00293594740729647
"Hilpda" 0.00294615609995647
"Hdhd2" 0.00294615609995647
"Plp2rt" 0.00295004245826162
"Mrps7" 0.00295979281685137
"Egln3" 0.0029710576292366
"Slc24a3" 0.00298668326268609
"Pop7" 0.00298668326268609
"9930111J21Rik2" 0.00298906401006883
"Pigf" 0.00300380135281522
"Smurf1" 0.00303493325996242
"Gm44829" 0.00303493325996242
"Nfe2" 0.00303745934833438
"Trip10" 0.00305740588106206
"Canx" 0.00307282959606741
"Gm63097" 0.00307812116761247
"Tent4a" 0.0030823688149762
"Plxna4" 0.0031084721530998
"Mir142hg" 0.0031084721530998
"Lrrc8b" 0.0031303154927604
"Htra1" 0.00316882919090466
"Fabp5" 0.00320295051191227
"Tctn1" 0.00320295051191227
"Mbd3" 0.00323372962576073
"Gnaz" 0.00323756354938666
"Ormdl3" 0.00326644547608356
"Hspe1" 0.00327982963653408
"Pole4" 0.00331693792597571
"Apcdd1" 0.00333023634894003
"Tmem71" 0.00333718727183353
"Nfix" 0.00335938761861522
"Lpcat4" 0.0033640013331337
"Pgcka1" 0.0033679265060512
"Lpar5" 0.0033679265060512
"Rasgrp2" 0.0033679265060512
"Pfdn2" 0.00337645762178
"Wbp1" 0.00337715239680051
"Pde4d" 0.00339091893102822
"Siah2" 0.0033913860474608
"Eef2kmt" 0.00341684514681638
"Gpx4" 0.00351111315247187
"Plscr3" 0.00353122252059534
"Gm26728" 0.00353488628642939
"Prss27" 0.0035635142993691
"Pla2r1" 0.00358375645306372
"Polr2h" 0.00358391060957158
"Mrpl21" 0.00365246670600639
"Pbdc1" 0.00365571278851251
"Usp53" 0.00374779160517837
"Lonrf1" 0.00375732419515181
"Slc39a4" 0.00382049027374978
"Gm50431" 0.0038509222806603
"4933416M07Rik" 0.00385463253706158
"Arap3" 0.00386033948883129
"Gm15542" 0.00391126967630712
"Hpx" 0.00391649355480123
"Mmaa" 0.00394297331859001
"Oaf" 0.00395304447994501
"Smim3" 0.00395628564381618
"Actn1" 0.0039908809664526
"Fgfr2" 0.00401408857865344
"Decr1" 0.00403092334108064
"Xkr6" 0.00403482137593574
"Pi16" 0.00405939597960677
"Zbtb42" 0.00408140534499182
"Pigu" 0.00411152768738236
"Mars1" 0.00412984465954404
"Gm67607" 0.00420905055813201
"Mustn1" 0.00421746314353162
"Mpl" 0.00424678541026652
"Pgpep1" 0.00430060948535702
"Edf1" 0.00431148671719152
"Gm56901" 0.00435076259378895
"Ppp1r11" 0.00443264713428389
"AU022252" 0.00463557470473341
"Gm67202" 0.00463557470473341
"Lgals9" 0.00463557470473341
"Taf6" 0.00465470954542541
"Cpne9" 0.00472708032878736
"Rims3" 0.0047535321692686
"Rbfaos" 0.00482358003370461
"Armcx3" 0.00482571316670702
"Dpysl2" 0.00482571316670702
"Rpl13-ps1" 0.00488521878665977
"Pglyrp2" 0.00491005325512396
"Ell" 0.00494236420494915
"Slc37a3" 0.00499633687407948
"Ccr2" 0.00503028683895832
"Slc24a5" 0.00503216724790062
"Gm53472" 0.00503216724790062
"Inpp5a" 0.00503420691414405
"Cmpk2" 0.00505895193864099
"Aldh2" 0.00507893366878999
"Gm67885" 0.00507893366878999
"Rap2a" 0.0050863333990972
"Gm46617" 0.0050863333990972
"Gm12708" 0.00510175843018842
"Gm56582" 0.00512869950497008
"Sirt3" 0.0052390808038906
"Pde4dip" 0.00524435117116067
"Teddm2" 0.00525752276014805
"Gm74960" 0.00532877093922824
"Cxcr6" 0.00533452602336308
"Gm57397" 0.00551071579328502
"Spint1" 0.00551159283792679
"Gm41659" 0.00553536440358047
"Odc1" 0.00556273268208036
"Atp8a2" 0.00561394103355452
"Gm21781" 0.00562847370616433
"Otud7b" 0.00564923125486651
"Gm16548" 0.00567772481242048
"Gm36723" 0.00569113337077891
"Spryd4" 0.00574549225229709
"Gm53346" 0.00578260610683169
"Mrps18b" 0.00579159463112756
"Lmtk2" 0.00583326705038799
"Slc36a4" 0.00583326705038799
"Frat1" 0.00584895025831867
"Gm35638" 0.00587181596884339
"Fam3b" 0.00588626535292736
"Cd9" 0.00590319862082153
"Dop1a" 0.00591435721685688
"Gm40816" 0.00593588351151946
"Zfp97" 0.00595610513890837
"Txk" 0.00600982594299406
"Aff2" 0.00605774597054582
"Gm15489" 0.00607630646334561
"Fastkd2" 0.00611053785535663
"Stard5" 0.00613444895709613
"Gm60322" 0.00615402422174907
"Gucy1b1" 0.00616079397610899
"Cpsf2" 0.00616079397610899
"Gm51785" 0.00618026666451925
"Dubr" 0.00619327685187337
"1700028N14Rik" 0.00621228182239658
"Lamp5" 0.00621718195092842
"Gm73470" 0.00623110063323705
"Hsd17b14" 0.00626604691790348
"Klhl22" 0.00626604691790348
"Rnd3" 0.00628320282501832
"Nt5c2" 0.00629037796367517
"Fignl2" 0.00631331396727208
"Gm13241" 0.00633421445679891
"Gm53778" 0.00634641502834092
"Mctp1" 0.00639527259502089
"Tnfrsf26" 0.00642931224707582
"Dtd1" 0.00644212886103281
"Gm37968" 0.00644212886103281
"Abhd5" 0.00645082714244855
"Pnpla7" 0.00646461545403626
"Lyl1" 0.00646461545403626
"Gm10080" 0.00646461545403626
"Zbtb3" 0.00657072207124353
"Ccno" 0.00659887311491084
"Gm42632" 0.0066648492689516
"Rdm1" 0.00672603277946013
"Mrps28" 0.00679255679057156
"Panct2" 0.00680668179313202
"Zfp661" 0.00682574411336452
"Scgb1a1" 0.00687924516210808
"Nup35" 0.00689006512658633
"1700096K18Rik" 0.00691988064072174
"Fam120aos" 0.00695985721331614
"Gm43197" 0.00697195244115486
"Oas1b" 0.00698591915586293
"2010013B24Rik" 0.0069900103321698
"Cnnm3" 0.00704907118051172
"Cops7a" 0.00707311714425668
"Zfp687" 0.00724721173350093
"Naglu" 0.00727106921855251
"Als2" 0.00731159876653562
"St13" 0.00731611109426296
"Slc6a2" 0.00733611468009395
"Zfand3" 0.00735943418897375
