baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction
Slc48a1	47668.0544637847	-5.41082735842831	0.260107717959685	-20.8022560840235	4.12922338665397e-96	3.10926591747474e-93	Downregulated
Glipr2	5999.52820753196	2.00045152171384	0.0970537870048252	20.6117822235457	2.15162033976443e-94	1.57005001851634e-91	Upregulated
Tfdp2	27733.3307111661	-6.44518361409376	0.312806139822532	-20.6044025150861	2.50592856135186e-94	1.72700243353166e-91	Downregulated
Isca1	76373.5986948734	-6.31994948580046	0.306723454637917	-20.6047153885284	2.48978812320839e-94	1.72700243353166e-91	Downregulated
Epb41	417975.313986778	-6.36149581120109	0.309033347823982	-20.5851434998673	3.72931726623253e-94	2.50065841554673e-91	Downregulated
F930017D23Rik	3482.86929204899	-7.32413322994087	0.358845889713452	-20.4102469608594	1.35597852588562e-92	8.85311242821637e-90	Downregulated
AW112010	11522.1755507688	4.09954456578668	0.201801196211887	20.3147684094115	9.519789035017e-92	6.05605040919928e-89	Upregulated
Mapk11	623.643944426556	-2.84002511835946	0.14002519079987	-20.2822442314579	1.84517557721833e-91	1.14447015176967e-88	Downregulated
Bnip3l	107472.210073099	-5.51376843747544	0.272882990440304	-20.2056142399306	8.73758335130236e-91	5.28730348648321e-88	Downregulated
Ccndbp1	53594.4164652924	-5.22749577900644	0.258767132261289	-20.2015446603474	9.4882498484921e-91	5.60484473193069e-88	Downregulated
Tmod1	5034.87775326566	-7.31918395655056	0.362574802632534	-20.186686728941	1.28177272142972e-90	7.39553051597009e-88	Downregulated
Spta1	12648.4972827558	-8.4067530168518	0.416719686927909	-20.1736401724311	1.66890724593604e-90	9.41036108447117e-88	Downregulated
Slfn1	10229.2760507994	2.94891080545287	0.146531835322017	20.1247107768246	4.48380755822713e-90	2.47207256710256e-87	Upregulated
Trf	4957.58763186884	-4.85523290702411	0.242415378641275	-20.0285680481058	3.10457153311417e-89	1.67444390731658e-86	Downregulated
Fpr2	6018.34783212268	5.58827828942913	0.279327409714554	20.0061937893593	4.86400418198496e-89	2.56757327138397e-86	Upregulated
Specc1	34114.657753402	-6.39338199872194	0.319710819669894	-19.9973901581535	5.80307745922939e-89	2.99946566173919e-86	Downregulated
Nampt	6290.63131527242	3.40296849163611	0.172013229446024	19.7831789019689	4.15643193203389e-87	2.10451175987267e-84	Upregulated
Prdx5	13255.6933514916	2.54203347666388	0.12911907120512	19.6875136487434	2.75903682336216e-86	1.36903407175231e-83	Upregulated
Gm57318	1470.18749011153	-8.37307263955992	0.431432502360174	-19.4076074328072	6.65548048548614e-84	3.23769550676296e-81	Downregulated
Slc31a2	2098.60699312407	3.5536105444457	0.184961352842268	19.2127192510111	2.89687412359988e-82	1.38214321166371e-79	Upregulated
Pla2g7	16089.8437324149	3.99422168504132	0.207983888134332	19.2044764662806	3.39529764511525e-82	1.58938367123225e-79	Upregulated
Cd55	3083.03055690172	-4.44144696984857	0.231563392021816	-19.1802639055751	5.41050627927865e-82	2.48582705164636e-79	Downregulated
Slc25a39	131849.280107	-6.25330622061169	0.327260664963179	-19.108028828687	2.16493290780331e-81	9.76581553501822e-79	Downregulated
Alas2	1723013.79506957	-7.28676171948943	0.382223229178101	-19.0641519490017	5.01339788287873e-81	2.22111431203967e-78	Downregulated
Bpgm	597581.251850327	-6.86469029574851	0.361761291002054	-18.9757457928508	2.70643458309961e-80	1.17801126327546e-77	Downregulated
Timp2	2769.57934391771	-3.37882807342752	0.178439333232483	-18.9354444012932	5.82223028973123e-80	2.49050919807296e-77	Downregulated
Glrx	4086.6873513523	3.61637790897295	0.191059367342161	18.9280324711665	6.70191613252742e-80	2.81821252962721e-77	Upregulated
Ptp4a3	22578.9546047309	-5.20630073019858	0.275080929834514	-18.9264327895454	6.90851752112467e-80	2.85667199498505e-77	Downregulated
Gm64405	551.352185758473	-8.5044102952405	0.450237557652019	-18.8887180793865	1.41233927531095e-79	5.744284823027e-77	Downregulated
Epb42	8049.79899709864	-8.07713700942672	0.42766854955543	-18.886441422506	1.4745720311655e-79	5.90066646664775e-77	Downregulated
Slc25a37	81449.3022592725	-5.28173338205739	0.279853438239621	-18.8732124046122	1.89425606921188e-79	7.45976080589632e-77	Downregulated
Hagh	21247.9322952487	-6.00553505429305	0.319757873100849	-18.7815080080888	1.06997631248776e-78	4.14783004887834e-76	Downregulated
Gm57398	481.238961981902	-5.83676638249744	0.311711719538371	-18.7248859014393	3.1033570030905e-78	1.1845274961027e-75	Downregulated
Aqp9	926.624840413576	-3.62417590716928	0.193642757935578	-18.7157833621383	3.68168494703019e-78	1.3839788414518e-75	Downregulated
Cd24a	80033.3596840425	-5.93344269018436	0.317379794127712	-18.6950864546745	5.42824239703468e-78	2.01007005776762e-75	Downregulated
Slc4a1	80478.9719116573	-8.48964181810224	0.455603786035612	-18.6338263164447	1.70861156238989e-77	6.23391953866077e-75	Downregulated
Gm15411	407.854673519798	-8.94942827500988	0.48080350993608	-18.6134836582197	2.4983283039013e-77	8.98311959707121e-75	Downregulated
Alas1	3041.24260354179	2.42277214583881	0.130242143999184	18.6020597591973	3.09196116364924e-77	1.09587937814482e-74	Upregulated
Dhrs11	18383.5537528242	-6.24357009355927	0.337439890124385	-18.502762347563	1.96157651302311e-76	6.85446666029625e-74	Downregulated
St6gal1	2683.16452121947	-4.02992130688574	0.217969838566214	-18.4884355257323	2.55870632030028e-76	8.81687552870139e-74	Downregulated
Cd300lf	12578.5624471023	3.54480115271906	0.191878888329085	18.4741593178271	3.33379948811042e-76	1.13303514109616e-73	Upregulated
Il15ra	1527.24378639565	4.15689536182468	0.225564540623223	18.4288512296276	7.7102944358652e-76	2.58503249937589e-73	Upregulated
C5ar1	3664.32713847018	2.57197503380638	0.140157205269738	18.3506443985989	3.26220433427396e-75	1.07913719377783e-72	Upregulated
Bach2	1406.35300409427	-4.30420004754253	0.234737511476886	-18.3362259421684	4.25318701548639e-75	1.38844170860812e-72	Downregulated
Gm5970	254.686237548056	5.31470010669213	0.28994031072612	18.3303249326805	4.74064597021678e-75	1.52747307170232e-72	Upregulated
Fpr1	4110.21517258571	4.94891503686353	0.271462726032267	18.2305508722965	2.95331309714453e-74	9.39380742822509e-72	Upregulated
Slc15a3	2848.32618475855	3.1983496828181	0.17597140359791	18.1753945097025	8.08450642797049e-74	2.53894436048035e-71	Upregulated
Mkrn1	224789.82036628	-5.57045915160821	0.307648152196024	-18.1065906355871	2.8272512401767e-73	8.768012908598e-71	Downregulated
4930426D05Rik	305.384777163863	-7.8717001088941	0.436950797656114	-18.015072065595	1.48387655741359e-72	4.54505893696682e-70	Downregulated
Aoah	1665.98691471788	4.4036528127677	0.244885304142792	17.9825115605955	2.6711410715999e-72	8.08183048614555e-70	Upregulated
2500002B13Rik	1633.8888118502	-5.37194760330779	0.299012153593406	-17.965649685974	3.6201477672895e-72	1.08211886875244e-69	Downregulated
Siglecg	4112.83056824005	-5.24160934678287	0.292607200082887	-17.9134667407298	9.25852592202819e-72	2.73457176339904e-69	Downregulated
Pax5	4561.56150297525	-6.00673214298215	0.336440795880585	-17.8537567873135	2.70231180861267e-71	7.88757129078591e-69	Downregulated
Cd19	7500.29052608592	-5.82140776391324	0.326194189631775	-17.846448370171	3.08012607617445e-71	8.8858055755684e-69	Downregulated
Ank1	7635.22217694551	-7.50471405718116	0.421350162970503	-17.8111098955634	5.79492313427841e-71	1.65255221794767e-68	Downregulated
Ppp1cb	39926.3620146322	-3.91678930117183	0.220108128689118	-17.794841673948	7.74860698265614e-71	2.16003302516516e-68	Downregulated
Bola3	7409.77389117033	-4.89236984059782	0.275267364903216	-17.773156081608	1.14087594022535e-70	3.14501467522122e-68	Downregulated
Wars1	2825.51873341533	2.20854813634784	0.124587543713143	17.7268775876416	2.60083182645287e-70	7.09083929827426e-68	Upregulated
Mical3	491.932420644188	-3.54793788076856	0.200347904804288	-17.7088843740812	3.58100008245463e-70	9.65702304844559e-68	Downregulated
Add2	1488.31121305729	-8.78476961885257	0.496192641135616	-17.704352887514	3.88115865667225e-70	1.03539297066708e-67	Downregulated
Abca13	918.321990231074	6.33690124167614	0.358117694892238	17.6950240997809	4.5803440524684e-70	1.20891846746533e-67	Upregulated
Cd79a	8007.83541472775	-6.25695620349795	0.353896172649993	-17.6802030851183	5.95812095363831e-70	1.55601032483965e-67	Downregulated
Ube2l6	349697.432841753	-5.70252226163554	0.322556537457348	-17.6791402418548	6.07149952391395e-70	1.56910315821151e-67	Downregulated
Gstm5	2094.22746968826	-6.72361467161857	0.382385662129374	-17.5833336275661	3.30557075124997e-69	8.45476395242388e-67	Downregulated
Clec4a2	1431.15656691538	4.16445704374528	0.23863891186795	17.4508717423656	3.39018975851869e-68	8.58271509273966e-66	Upregulated
Fam117a	17945.6841523622	-4.75422354338248	0.272614172051958	-17.4393851486062	4.14509282581899e-68	1.03878538392494e-65	Downregulated
Batf	1120.88701522855	2.78214408881255	0.15956617197666	17.4356760856525	4.4229788229713e-68	1.09734104597918e-65	Upregulated
Sh3glb1	79463.4797551947	-3.96662892538138	0.227739867813936	-17.4173672947862	6.09163045290808e-68	1.49636981719455e-65	Downregulated
Ptpn1	12945.5265935319	1.78324574888691	0.102511902236787	17.3954995466564	8.92452778985658e-68	2.17076014182688e-65	Upregulated
Gm10371	6918.02886438138	-6.53301520258435	0.376685174361957	-17.343435970503	2.21115013779732e-67	5.32608106007297e-65	Downregulated
Sec61g	20201.7410094104	-4.69088987868775	0.270664481397441	-17.3310138606613	2.7444742486052e-67	6.54715443345144e-65	Downregulated
Gm20161	775.451251951847	-7.20309380443853	0.416281179224033	-17.303433746069	4.43169768465888e-67	1.04714685291797e-64	Downregulated
Acss1	1348.79290693131	-3.82990675408542	0.221793660731652	-17.2678819649369	8.21007320527095e-67	1.92162185115823e-64	Downregulated
Sox6	413.982730361175	-6.23360412649837	0.361051451916632	-17.2651407255322	8.60937042305368e-67	1.99624747846693e-64	Downregulated
B3gnt5	1256.05464316345	-3.32830675430069	0.19290741012155	-17.253389863062	1.05522466977582e-66	2.42408556084611e-64	Downregulated
Mmp8	25842.2181322712	5.51390605621128	0.320376103654816	17.2107282450509	2.20639626453531e-66	5.0220817727634e-64	Upregulated
Rec114	3682.95853654059	-6.73524034078563	0.392670957242659	-17.1523771151312	6.03331778403285e-66	1.36078740201686e-63	Downregulated
Blnk	1596.69114214482	-5.09806936452956	0.297594198945379	-17.130943353722	8.72287904115939e-66	1.94968134244292e-63	Downregulated
Paqr9	6798.85676705122	-7.25679647334206	0.423841481964682	-17.1214871175511	1.02619956857179e-65	2.27321529430947e-63	Downregulated
Gm56536	1721.16850534821	-4.40905700421957	0.257730332260264	-17.107249137316	1.31043955574644e-65	2.87716861752825e-63	Downregulated
Ghitm	69892.1377463232	-4.68614212258648	0.274079585229054	-17.097742316963	1.54265523437966e-65	3.35730494429468e-63	Downregulated
Slc31a1	2164.28858065852	2.81599221475949	0.164804300193465	17.0868855451817	1.8583767100481e-65	4.00924575446029e-63	Upregulated
Mertk	1886.74412097675	3.42945081040245	0.200950194349109	17.066173145593	2.65011757307548e-65	5.66805318862092e-63	Upregulated
Hbq1b	3441.17273515631	-6.83560460969691	0.400983200641577	-17.047109701254	3.6724993106935e-65	7.78758187165007e-63	Downregulated
Rnf10	120992.653120494	-5.14541164773313	0.30192486096729	-17.0420270502023	4.0060279491375e-65	8.38767548089335e-63	Downregulated
Tgtp1	1884.34370235225	5.46006905275139	0.320393152519243	17.0417782334579	4.02310915850991e-65	8.38767548089335e-63	Upregulated
Adipor1	81280.7594668631	-4.42165898057201	0.259640745920738	-17.0299117147115	4.92785125534238e-65	1.01883324704204e-62	Downregulated
Spns2	306.261593209065	-4.88574977143652	0.286941927951867	-17.0269636309688	5.18244138724914e-65	1.06261463485662e-62	Downregulated
Irgm1	5207.60608602225	3.2121095934571	0.18873743397845	17.0189322051706	5.94448201650894e-65	1.20887376089825e-62	Upregulated
P2ry13	2072.97326458419	4.04210842083406	0.238424781375308	16.9533904886812	1.81668374665619e-64	3.66438404508456e-62	Upregulated
Gabarapl2	15326.4555006444	-5.26624399362181	0.310694844573176	-16.9498917848361	1.92808344321085e-64	3.85772179242428e-62	Downregulated
Nfil3	1169.26837644323	2.53674909220075	0.149875736060784	16.9256822943771	2.90955803700345e-64	5.77489079184444e-62	Upregulated
Rgs1	770.747209261989	3.20682227455777	0.189572576063241	16.916066348584	3.42559709032609e-64	6.74516379452304e-62	Upregulated
Pgk1	4224.72897019159	1.86276070969605	0.110261602730299	16.8940108212683	4.97995585672727e-64	9.72855943349635e-62	Upregulated
Stac2	378.02626309964	-5.22819018577805	0.310804497774041	-16.8214753107563	1.69875219389313e-63	3.29265952581941e-61	Downregulated
Fcmr	4209.07132337825	-6.79591228116183	0.404651887761268	-16.7944657783759	2.6790578139843e-63	5.15251351666283e-61	Downregulated
Ube2r2	51979.314618986	-4.28654836039512	0.255856317953504	-16.7537326992023	5.31821251926926e-63	1.014960404639e-60	Downregulated
Prxl2a	67005.7876868281	-7.02242410422174	0.419700651739112	-16.7319828433026	7.6643671395305e-63	1.45154922695994e-60	Downregulated
Serpina3g	4594.2074853339	4.41136670760109	0.263733893372565	16.7265824319719	8.39173670964217e-63	1.57726505883502e-60	Upregulated
Gm58727	556.805073537604	-7.68391488100982	0.459406642040729	-16.7257374575107	8.51160765095143e-63	1.58776681067748e-60	Downregulated
Isg20	143644.305144162	-6.16642408959851	0.369829871484896	-16.6736777233268	2.03668507580454e-62	3.77090721870974e-60	Downregulated
Slc11a1	6359.03805426355	2.43890997894699	0.146330828268626	16.6670961123091	2.27375702971539e-62	4.17866014127695e-60	Upregulated
Cdc25b	11581.8502558087	-3.54889969096944	0.213213510419956	-16.6448161937738	3.29977759084425e-62	6.01966779623866e-60	Downregulated
AK157302	404.120086276972	-6.36246346368614	0.382740426932094	-16.6234424586012	4.7146013021892e-62	8.5379020662273e-60	Downregulated
Slc25a51	11710.7204293061	-4.17276360474467	0.253023021555442	-16.4916361329214	4.21382664717299e-61	7.57572747220013e-59	Downregulated
Rab20	653.958546941866	3.47235207330068	0.21084338057341	16.468869280398	6.14074538144514e-61	1.09605678355147e-58	Upregulated
Tbc1d2	922.74316243286	4.03824190924166	0.245736960111495	16.4331889977374	1.10682056432198e-60	1.96144415720203e-58	Upregulated
Ebf1	1249.40905924484	-5.22066455624665	0.319371367779765	-16.3466894122042	4.5926331489317e-60	8.08108003014153e-58	Downregulated
Dapl1	121.633988891735	-6.58408019214423	0.403028048812591	-16.3365309475169	5.42531662299271e-60	9.47902150820064e-58	Downregulated
Ube2o	112151.26240765	-6.09789971360054	0.37338478376321	-16.3314092560013	5.90054707122926e-60	1.02372428557481e-57	Downregulated
Haao	983.778498315269	-3.07106956613836	0.188165851532336	-16.3210781399971	6.9890281950995e-60	1.20415131611402e-57	Downregulated
Fcgr4	7175.02796315238	4.55600480757915	0.279360884745273	16.3086711718192	8.5635473087208e-60	1.46525247399561e-57	Upregulated
N4bp1	6902.59593220345	2.66618260121694	0.164141860193114	16.2431606299585	2.49719639449607e-59	4.24352346215394e-57	Upregulated
Igfbp4	1085.3472741067	-4.24749124255253	0.262220663131883	-16.1981561324031	5.19618685554435e-59	8.7698908766024e-57	Downregulated
Cd274	5097.35788495547	2.62063826824601	0.161850747243192	16.1916970596886	5.77146020087582e-59	9.67499510700873e-57	Upregulated
St8sia6	548.549605916942	-6.32101539093062	0.39077719770166	-16.175497004706	7.50893611248021e-59	1.25031345604452e-56	Downregulated
Tlr13	5099.75793576266	2.37779332495272	0.147226723463672	16.1505552050097	1.12544127726294e-58	1.8614798725929e-56	Upregulated
Ift140	2777.15556714608	-3.46141193667182	0.214992754589615	-16.1001329708951	2.54556944422163e-58	4.18248860338666e-56	Downregulated
Gm61064	1337.29589955157	-6.77588852268413	0.421683182846002	-16.0686714536555	4.23056376709185e-58	6.90528204352294e-56	Downregulated
Mylip	1597.47931700809	-2.37737565847067	0.147958973113278	-16.0678031784564	4.29023084040771e-58	6.9569037353278e-56	Downregulated
Ncoa4	16934.8608472554	-4.73682342172671	0.294817674991019	-16.0669587461845	4.34906340036082e-58	7.00651058200987e-56	Downregulated
Gbp7	5102.33098140687	3.26027959581491	0.203103303546682	16.0523218425423	5.50649549249128e-58	8.81394536572314e-56	Upregulated
Rrbp1	6036.00175525352	2.33769589185273	0.145959431328807	16.0160660436292	9.87004886160686e-58	1.5697173862594e-55	Upregulated
Tcp11l2	3577.63363813618	-3.23976248458615	0.202511139336945	-15.9979470521655	1.32058365191776e-57	2.08685862446367e-55	Downregulated
Cdkl1	454.104970372169	-8.10913183289131	0.50784727767603	-15.9676583676881	2.14695893727774e-57	3.37126906543422e-55	Downregulated
Hcls1	13813.5024302778	1.50507663309624	0.0944063557588733	15.9425350231759	3.210607840454e-57	5.00975978123671e-55	Upregulated
Rapgef4	246.130798055503	-4.32039329307332	0.27107264858265	-15.9381380440382	3.44465348657286e-57	5.34136581261704e-55	Downregulated
Sbk1	2211.87737403389	-3.06403904700938	0.192444826581447	-15.9216493445856	4.48399155514922e-57	6.90980313560573e-55	Downregulated
Dtx3l	3746.63624637855	2.01835750621443	0.126863323069051	15.9097007502779	5.42722794480032e-57	8.31169909324049e-55	Upregulated
Iscu	19830.7004054438	-4.19106296980639	0.263996774615749	-15.8754324779405	9.37623969687045e-57	1.42714421398378e-54	Downregulated
H2-Ob	4229.60091950304	-5.07149955328493	0.320549204549245	-15.8212826028268	2.21925234750413e-56	3.35729577692545e-54	Downregulated
Gbp8	2883.3291274618	3.73306012850337	0.236798333847256	15.7647229516038	5.44104013585807e-56	8.18134580428114e-54	Upregulated
Syngr1	360.299291746884	-7.05929451833193	0.447860568389016	-15.7622595436894	5.65735909825785e-56	8.4553662185408e-54	Downregulated
Mlkl	700.410685435323	3.39388183567051	0.215339969725541	15.7605754286867	5.810154947591e-56	8.63173318860675e-54	Upregulated
Efhd2	7946.06699896212	2.28005463186618	0.144890291955667	15.7364209919863	8.51240897426636e-56	1.25710039673541e-53	Upregulated
Il9r	671.056170641347	-6.87157767858506	0.437027277882682	-15.7234525768657	1.04472129213301e-55	1.5337003111136e-53	Downregulated
Gm59243	320.618507275317	-8.22940113950303	0.523938939693325	-15.7067942770581	1.35878237056857e-55	1.98302297728272e-53	Downregulated
Batf2	1364.38657180464	5.83865865619348	0.372243899888104	15.6850351555756	1.9145709642402e-55	2.77780734636253e-53	Upregulated
Vangl1	520.150880128823	-5.91399457078393	0.37842895525726	-15.6277538719614	4.71119375467717e-55	6.79562308450817e-53	Downregulated
Gbp2	21494.4959882173	4.9557019670087	0.317161664927927	15.6251606515398	4.90683334358985e-55	7.03690955228117e-53	Upregulated
Rfx2	1944.71922118147	-4.53490582662735	0.290378687243757	-15.6172130595127	5.55825548185777e-55	7.92530566120065e-53	Downregulated
Tap1	7308.36753296071	1.74946723958845	0.112257123360959	15.5844652634034	9.28369464210397e-55	1.316162651832e-52	Upregulated
Upp1	2498.07885644437	6.9344827009255	0.445059722837704	15.5810160863607	9.79847525951576e-55	1.38125097266242e-52	Upregulated
Marchf3	2533.31341997069	-6.64057971616064	0.426286080534473	-15.5777540468475	1.03114512390767e-54	1.44535087707059e-52	Downregulated
Tmem256	4081.69520021471	-4.46251422679305	0.28690363670507	-15.554052496659	1.49349100336465e-54	2.08165796592567e-52	Downregulated
Hrh2	1618.79523078749	3.01525808824026	0.194241145131407	15.5232717877584	2.41421022338829e-54	3.34617629286388e-52	Upregulated
Ube2b	36304.7222193227	-4.9144791828393	0.317737997594337	-15.4670804878481	5.78728386910115e-54	7.97680626624442e-52	Downregulated
Ncoa4-ps	2771.1391879921	-4.45944639400848	0.288699357631073	-15.4466793088856	7.94315617808749e-54	1.0887828993279e-51	Downregulated
Parp12	1665.28120488262	2.79331599312168	0.1809255044222	15.4390394104046	8.94221421453064e-54	1.21899084979398e-51	Upregulated
Cpne2	1990.97846920996	3.18705578705618	0.206474317136444	15.4356039591601	9.43133929795585e-54	1.27864222941139e-51	Upregulated
Ifi205	2096.92522629025	5.87057389729223	0.380663480818261	15.4219519158314	1.16528410458569e-53	1.57123362145494e-51	Upregulated
Riok3	29236.8743844586	-3.46325725207781	0.224604330118686	-15.4193699215315	1.21281856130221e-53	1.62648802734637e-51	Downregulated
Whrn	226.883695856988	-4.30649227595932	0.280375088281737	-15.3597536155991	3.04730513889475e-53	4.06471185462251e-51	Downregulated
Inpp5j	713.223191738062	4.39263594001375	0.286014518110941	15.3580873062881	3.1266368610551e-53	4.14822783544262e-51	Upregulated
Kel	2381.36394870206	-7.55411993508891	0.492425845556357	-15.3406243869146	4.09239651530029e-53	5.40065731620214e-51	Downregulated
Snx8	920.760626822227	-1.69464185379287	0.111020340617542	-15.2642465728942	1.32347612547221e-52	1.73732500915161e-50	Downregulated
Mkrn1-ps1	139.323319408876	-6.05398668185188	0.396943032829854	-15.2515252344708	1.60831842269485e-52	2.10012526668733e-50	Downregulated
Tnfrsf13b	1900.80863619754	-2.19138103794527	0.143691305380786	-15.250616814553	1.63085206049665e-52	2.11839998015298e-50	Downregulated
Usp15	16604.8420102785	-3.6059710946323	0.236690134083928	-15.234986910581	2.07168626722123e-52	2.67700709842493e-50	Downregulated
Cd22	5362.04468783348	-4.81294734171102	0.316222540302108	-15.2201273733141	2.60024310235714e-52	3.34259229893682e-50	Downregulated
Fam210b	4774.70469531324	-5.34650047075844	0.351526359700969	-15.2093870721573	3.06398378078868e-52	3.91842461862717e-50	Downregulated
Vopp1	7008.14153796457	-3.70192204154584	0.243740267104814	-15.1879789314989	4.24816920600295e-52	5.40497835902221e-50	Downregulated
Cacna1e	1440.70138666551	-5.97528565542166	0.394085028127232	-15.1624274685526	6.27081422311792e-52	7.93769902426304e-50	Downregulated
Ighd	10100.4975883018	-6.35732264686594	0.419819119138364	-15.1430041107077	8.42744580753671e-52	1.06134482479688e-49	Downregulated
Spire1	1450.31218556625	-5.07218995217405	0.33501328004474	-15.1402653396208	8.78585060276874e-52	1.10089370431663e-49	Downregulated
Ak2	4139.98023941973	2.27131821133996	0.150410095407945	15.1008361850955	1.59892784538205e-51	1.99343717808687e-49	Upregulated
Fcgr1	1810.26651121218	3.94247637487553	0.261227384957075	15.0921251059622	1.82469347959867e-51	2.26353226144214e-49	Upregulated
Fcgr3	10022.9075896542	1.98808475082956	0.131742549306334	15.0906807352481	1.86508099768895e-51	2.30212236580412e-49	Upregulated
Zbtb44	3314.70470885487	-2.83429647759004	0.188189633936092	-15.060853344093	2.92980756502642e-51	3.59844186575769e-49	Downregulated
Ccr5	5232.25005061837	4.2795741298644	0.284182809443201	15.0592294384357	3.00266349979253e-51	3.66975770590407e-49	Upregulated
Gyg1	3463.03458136721	2.13117174847566	0.141555854254997	15.0553416507706	3.18449979928531e-51	3.87291372648375e-49	Upregulated
Bst1	4487.04171534399	3.57245700096682	0.237656201993462	15.0320377545422	4.5285757957354e-51	5.48068124352172e-49	Upregulated
Gm4841	690.343362386784	5.89937915105821	0.392498637429279	15.0303175310288	4.6477253773097e-51	5.59757604908028e-49	Upregulated
Cstb	1274.29017913769	2.36641416168985	0.157660028801834	15.0096012266003	6.35284835173676e-51	7.61421099548739e-49	Upregulated
Ctse	8097.47123184713	-4.75890494587089	0.317551876753669	-14.9862283747813	9.03397220823648e-51	1.07756178118436e-48	Downregulated
Hebp1	1080.36710200707	-5.57370895925387	0.372311454956903	-14.9705545855393	1.14363583797976e-50	1.35758876269272e-48	Downregulated
